year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2017,hr,Croatia,Jacques Houdek,My Friend,2.0,13,11,13,128.0,8,141.0,103,25,104,37,Jacques Houdek;Siniša Reljić;Tony Malm,Arjana Kunštek;Fabrizio Laucella;Ines Prajo;Jacques Houdek,"""There are only two ways to live your life\nOne is as though nothing is a miracle\nThe other is as though everything's a miracle""\n\nThere's a miracle my friend\nAnd it happens every day\nHold out your hand\nDon't let it slip away\n\nIo so che esiste\nGuarda meglio su\nRitorna ogni giorno\nPromettendo sempre più\n\nAfter the rain\nNasce il sole\n\nI pray you see the light and find your way\nLa forza del destino che è in te\nDo your best, take a chance\nDare to dream and make it real\nSegui la verità, via della libertà\n\nMy friend\nMy friend\n\nDon't let go\nLet it flow\nCredi nel miracolo\nFor the miracle\nThat I'm talking of\nIs the life that we're given\nLa vita vincera\n\nI pray you see the light and find your way\n(I pray, I pray)\nLa forza del destino che è in te\n(I pray)\nDo your best, take a chance\nDare to dream and make it real\nSegui la verità, via della libertà\n\nMy friend\nMy friend\nMy friend\nMy friend\nMy friend",https://youtube.com/watch?v=4Sya_GIxsw0
2017,az,Azerbaijan,Dihaj,Skeletons,1.0,12,8,14,120.0,8,150.0,42,78,63,87,Isa Melikov,Sandra Bjurman,"Standing in a mirror lane wondering what to do\nAnother day and gravity's got, gotten a hold of me\nI never dreamed that this could be happening, not to me\nBut there he came falling down\nFalling so hard I started believing\n\nNow I'm into daydreams\nAmazed by thorn jeans\nDeep into high extremes\n\nWhen I'm with him it's fantasy\nWe're just like alchemy\nOh, I feel ready\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nI'm so, so cursed, bad boy\n(Fuss and fight won't get you tons)\n\nThe world is spinning faster by the minute\nAnd I'm longing to be saved\nThis bitter sweet sensation got a\nGot another hold of me\n\nNow I'm stuck in daydreams\nSurrounded by thorn jeans\nDeep into high extremes\n\nWhen we hook up it's fantasy\nWe're just like alchemy\nI've never been so ready\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nI'm so, so cursed, bad boy\n(Fuss and fight won't get you tons)\n\n(I can only trick you once, bad boy)\nI can only trick you once\n(Talk is cheap, don't speak in tongues, bad boy)\n(Talk is cheap, don't speak in tongues, bad boy)\nTalk is cheap, don't speak in tongues\n\nDrum drum drum, bring down the guns\n(Drum drum drum, bring down the guns, bad boy)\nBad boy, fuss and fight won't get you tons, bad boy\n(Fuss and fight won't get you tons)\n\nHave my skeletons\n(I can only trick you once, bad boy)\nHave my lungs, my millions\n(Talk is cheap, don't speak in tongues, bad boy)\n\nHave my skeletons\n(Drum drum drum, bring down the guns, bad boy)\nI'm so so cursed\n(Fuss and fight won't get you tons)\n\nHave my skeletons",https://youtube.com/watch?v=g_HSRHqd_7s
2017,gb,United KingdomUK,Lucie Jones,Never Give Up on You,,18,,15,111.0,,,12,99,,,Daniel Salcedo;Emmelie de Forest;Lawrie Martin,Daniel Salcedo;Emmelie de Forest;Lawrie Martin,"Tell me your secrets, I'll keep them safe\nNo sign of weakness, it's a sign of faith\nWe'll stand tall so you don't fall\n\nYou're not defeated, you're in repair\nDon't have to call me, I'll always be there\nWe'll stand tall, so you don't fall\n\nIf you could see how far you've walked\nYou would see that all's not lost\n\nI will never give up on you\nI don't care what I've got to lose\nJust give me your hand and hold on\nTogether we'll dance through this storm\nI will never give up on you\nYou're the one that I'm running to\nJust give me your hand and hold on\nTogether we'll dance through this storm\n\nUnder the surface, I see you glow\nI'm right beside you, you're never alone\nDon't let go, when you're so close\n\nIf you could see how far you've walked\nYou would see that all's not lost\n\nI will never give up on you\nI don't care what I've got to lose\nJust give me your hand and hold on\nTogether we'll dance through this storm\nI will never give up on you\nYou're the one that I'm running to\nJust give me your hand and hold on\nTogether we'll dancing through\n\nThis madness, we're running through\nThis magic, it's inside of you\nIt's madness, it's madness\n\nNow you can see how far you've walked,\nThe mountains climbed, the oceans crossed\n\nI don't care what I've got to lose\nJust give me your hand and hold on\nTogether we'll dance through this storm\nI will never give up on you\nYou're the one that I'm running to\nJust give me your hand and hold on\nTogether we'll dance through this storm",https://youtube.com/watch?v=Fl1GYTg4GmA
2017,at,Austria,Nathan Trent,Running On Air,2.0,4,2,16,93.0,7,147.0,0,93,32,115,Bernhard Penzias;Nathan Trent,Bernhard Penzias;Nathan Trent,"It's been a long time running\n'Cause I had some things to see\nI had to meet some people\nWho were there to believe in me\n\nI'm taking all that struggle\nReminds me what I'm fighting for\nI'm living it up, I ain't gonna stop\nTill I make that final score\n\nAnd I'll keep running as fast as I can\nI'll keep running\nI won't stop, I won't stop, no no\n\nHey now, if you push me down I'll get up again\nHey now, if you let me drown I'll swim like a champion\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air\n(Running, running) Yeah\n\nGive me a million reasons\nBut my answer stays the same\nYou can try to put me in a box\nBut I'm doing it my own damn way\n\nSee I can stand them talkers\nAll pretending that their lives' a mess\n'Cause whatever you want, whatever you need\nYou gotta get off your…\n\nAnd I'll keep running as fast as I can\nI'll keep running\nI won't stop, I won't stop\n\nHey now, if you push me down I'll get up again\nHey now, if you let me drown I'll swim like a champion\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air\n\nHey, I'm running on air\nRunning, running on air\n(Oh whoa… oh whoa…) Running, running\nNow I don't care\n\nHey now, if you push me down I'll get up again\nHey now, hey now\n\nYeah… (Oh whoa… oh whoa…)\nYou can push me, push me down\n(Oh whoa… oh whoa…) Hey now\nBut I'll get up again\n\nI'm sure there'll be good times, there'll be bad time\nBut I don't care 'cause I'm running on air",https://youtube.com/watch?v=gJIjZF5sgzg
2017,by,Belarus,Naviband,Historyja majho žyccia,2.0,3,14,17,83.0,9,110.0,33,50,55,55,Arciom Lukjanienka,Arciom Lukjanienka,"Koĺki dzion, koĺki spatkanniaŭ\nNovyja vobrazy i harady\nŠerah padziej, nas pakidaje\nU sercy trymajem\nIdziem daliej\n\nHistoryja majho žyccia\nBudzie sviacić jašče jarčej\nU našaj kryvi sonca zajhraje\nUsia pryhažosć Tvaich vačej\n\nDzie budzieš ty – ja adšukaju\nJarkija momanty znojdziem chučej\nSienniašni dzień, stanie pačatkam\nNovych žadanniaŭ, liepšych idej\n\nHistoryja majho žyccia\nBudzie sviacić jašče jarčej\nU našaj kryvi sonca zajhraje\nUsia pryhažosć Tvaich vače",https://youtube.com/watch?v=coFfFZvPmRY
2017,am,Armenia,Artsvik,Fly With Me,1.0,5,16,18,79.0,7,152.0,21,58,65,87,Levon Navasardyan;Lilith Navasardyan,Avet Barseghyan;David Tserunyan,"Wanna tell a story\nAbout a girl with history\nTake it from my heart it's gonna be your beat\nTake it from my soul it's gonna be your heat\n\nMany colors and shades\nSo many voices to embrace\nAll around\n\nMany stories and tales\nShe took it all into her space\nHear the sound\n\nHeee...\n\nOver deeps over hills\nShe casts her wings and now it feels\nLove is one\n\nFlying high she became\nA sun who's love and light's the same\nFor everyone\n\nFly with me high ohh high, with me high ohh high\nNever stop believing that love will take us high\nFly with me high ohh high, with me high ohh high\nNever gonna stop believing that love's for you and I\n\nLove, love is one\n\nFly with me high ohh high, with me high ohh high\nNever stop believing that love will take us high\nFly with me high ohh high, with me high ohh high\nNever gonna stop believing that love's for you and I",https://youtube.com/watch?v=g373Libigw8
2017,gr,Greece,Demy,This is Love,1.0,15,10,19,77.0,10,115.0,29,48,54,61,Dimitris Kontopoulos,John Ballard;Romy Papadea,"Holding on to what we had can be so complicated\nCould be time to move along and face it, no more debating\nWatch the river running dry\nNow it's time to say goodbye\n\nThere's an echo in my head\nThere's a story still unread\nAnd I need you here tonight\nWalk away, don't turn around\nI will never let you down\nI won't let you see me cry\n\nThere's an echo in my head\nThere's a crossroad up ahead\nHow I want you here\nForever and ever and ever and ever\nI'm not giving up\n\nThis is love\nReaching out for the stars\nYou and me as one\nEverywhere this is love\n\nThis is love\n\nHolding on to what we had can be so self-destroying\nRemember how we laughed and played around till night met the morning?\nWatch the sun set in the sky\nThere will never be goodbye\n\nThere's an echo in my head\nThere's a story still unread\nAnd I need you here tonight\nWalk away, don't turn around\nI will never let you down\nHow I want you here\nForever and ever and ever and ever\nI'm not giving up\n\nThis is love\nReaching out for the stars\nYou and me as one\nEverywhere this is love\n\nThis is love\nReaching out for the stars\nYou and me as one\nThis is love",https://youtube.com/watch?v=iO14p2uCzkM
2017,dk,Denmark,Anja,Where I Am,2.0,10,8,20,77.0,10,101.0,8,69,5,96,Angel Tupai;Anja Nissen;Michael D'Arcy,Angel Tupai;Anja Nissen;Michael D'Arcy,"(Laying down my armour)\n(Laying down my gun)\n\nYou're lost in my game \nBut your love is repeating \nAlways around, you're never holding me down \nI know who you are \nTrue colours are showing \nThough my heart's bare \nAlways show you care\n\nPutting up my walls so that I last better \nDon't know why I do it because we're together \nAlways holding back from you its on my mind \nTonight I'm gonna try for you real harder \nShow you all the love I've held inside \nShow you all the love I've held inside \nLets do it right \n\nTonight I'm gonna show you \nShow you what you've done \nI'm laying down my armour \nLaying down my gun \nTonight I'm gonna hold you \nCloser than before \nSo you know where I am \nSo you know where I am \n\nI've known its not right \nJust couldn't reveal it \nAlways closing up tight \nAnd never releasing \nAfraid and I fear to love \nBut you never let me go \nI've held it in my heart \nBut now I'm letting you know\n\nTonight I'm gonna show you \nShow you what you've done \nI'm laying down my armour \nLaying down my gun \nTonight I'm gonna hold you \nCloser than before \nSo you know where I am \nSo you know where I am\n\nPutting up my walls so that I last better \nI Don't know why I do it because where together \nTonight I'm gonna try for you real harder \nShow you all the love I've held inside \nShow you all the love I've held inside \nLets do it right \n\nTonight I'm gonna show you \nShow you what you've done \nI'm laying down my armour \nLaying down my gun \nTonight I'm gonna hold you \nCloser than before \nSo you know where I am \nSo you know where I am\nSo you know where I am\nSo you know where I am\nSo you know where I am\nSo you know where I am",https://youtube.com/watch?v=vUbGnq8maS0
2017,cy,Cyprus,Hovig,Gravity,1.0,19,15,21,68.0,5,164.0,32,36,103,61,Thomas G:son,Thomas G:son,"No matter where you're going\nNo matter where you be\nWherever the wind is blowing\nLet me be your gravity\n\nI can be your hero\nI can be your fantasy\nI can be the cure\nYeah\nLet me be\nYour remedy\n\nRight beside you\nI'll never leave you\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nTouch me, inseparably\nLike gravity\n\nAs high as the highest mountain\nAs low as the deepest sea\nOh wherever you settle down just let me be your gravity\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nTouch inseparably\nIt's all we'll ever be\nYou be gravity\n\nLet me be your heart and your company\nI'll let you be the one who can lean on me\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nLet me be your wings\nWhen you're flying high\nI'm gonna raise you up till you touch the sky\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity\n\nI'll catch you when you fall\nWhen you're falling free\nLet me be, be your gravity",https://youtube.com/watch?v=ZDe9FCLgE04
2017,pl,Poland,Kasia Moś,Flashlight,1.0,2,11,22,64.0,9,119.0,41,23,69,50,Kasia Moś;Pete Barringer;Rickard Bonde Truumeel,Kasia Moś;Pete Barringer;Rickard Bonde Truumeel,"Like a bullet from a smoking gun\nThey try to tell us that we don't belong\nCreeping round at the depth of night\nJust two shadows in love we were ghosts\n\nTwo hearts we're invincible\nWhen we're together we're untouchable\nHaunted by if it's wrong or right\nShadows in love we were ghosts\n\nFire, like a burning desire,\nTaking me higher,\nwalk in a wire,\nWe will never come down\n\nIt's like a flashlight burning in our eyes\nYou call the dogs off, I got them hypnotized\nYou never catch us, take us by suprise\nRunning faster at the speed of light\nFalling deeper got you in the sight\nBringing down your eyes in the sky\n\nLike two animals on the run\nNot afraid to fly into the sun\nInvisible we don't leave a trace\nWe're shadows in love we were ghosts\n\nFire, like a burning desire,\nTaking me higher,\nwalk in a wire,\nWe will never come down\n\nIt's like a flashlight burning in our eyes\nYou call the dogs off, I got them hypnotized\nYou never catch us, take us by suprise\nRunning faster at the speed of light\nFalling deeper got you in a sight\nBringing down your eyes in the sky",https://youtube.com/watch?v=xVCokUW3BUo
2017,il,Israel,Imri Ziv,I Feel Alive,2.0,1,18,23,39.0,3,207.0,5,34,132,75,Dolev Ram;Penn Hazut,Dolev Ram;Penn Hazut,"The secret of my life \nIs never givin' up \nNow I'm close to you\nWalking through the stars \nBrings me to the start \nWhen I walk with you\n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you \nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nI feel alive!\n\nThe years I've been alone \nFar away from home \nReminded me of you\nMy job is almost done\nBaby I can now\nEscape away with you \n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nSo alive\nAlive, alive, alive\n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive",https://youtube.com/watch?v=YapnW_zfWJk
2017,ua,Ukraine,O.Torvald,Time,,22,,24,36.0,,,24,12,,,Denys Myzyuk;Yevhen Halych;Zhenia Galych,Yevhen Kamenchuk,"Slow down, give me some time\nTurn down the volume of your cry\nLet's take time to find a place without violence\nLet's listen and hear the true meaning of silence\n\nTime to look, time to see, time to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine\n\nJust listen, take a look around\nStop missing the things you haven't found\nYou will realise there's no common ground\nThere's no compromise between the time and sound\n\nTime to look, time to see\nTime to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine\n\nTime to look, time to see\nTime to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine",https://youtube.com/watch?v=mogNLkIEI0k
2017,de,Germany,Levina,Perfect Life,,21,,25,6.0,,,3,3,,,Dave Bassett;Lindsey Ray;Lindy Robbins,Dave Bassett;Lindsey Ray;Lindy Robbins,I come alive \nInside the light of the unexpected \nMaybe I thrive \nOutside the comfort zone \nWhat is a prize without a fight \nYeah I got addicted \nTo what I thought I wanted \nAnd all along\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect life\n\nGathering thorns from the stems of a thousand roses \nWeathering storms on the long way home \nI look for the sweet in every bitter moment tasted \nIn every last mistake I see the other side\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect life\n\nDon't need a resolution \nTo know I'll be alright \nI'll be alright\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect \nThat's what you call a perfect life\n\nI come alive \nInside the light of the unexpected,https://youtube.com/watch?v=t1KKjykH6fw
2017,es,Spain,Manel Navarro,Do It for Your Lover,,16,,26,5.0,,,5,0,,,Antonio Rayo;Manel Navarro,Antonio Rayo;Manel Navarro,"A veces cuesta decir todo lo que uno piensa\nA veces la vida causa estragos sin que te des cuenta\nA veces parece que es como una melodía\nFrustrada y perdida no nos deja ver la luz del día\n\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\nAnd love\n\nCoge mi mano, no cierres esa puerta\nDeja que el dolor y la tristeza desaparezcan\nAsí que pega un grito, sal ahí y vuela\nY verás que por los tuyos siempre vale la pena\n\nAsí que\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\n\nJust do it, just do it, just do it for your lover\nJust do it, just do it, just do it for your lover,\nJust do it, just do it, just do it for your lover\nJust do it just do it, just do it for your lover.\n\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\n\nOh baby just do it\nOh baby just do it\nJust do it",https://youtube.com/watch?v=qAOXHdLdlqQ
2017,ge,Georgia,Tamara Gachechiladze,Keep The Faith,1.0,,2,,,11,99.0,,,37,62,Anri Jokhadze,Tamara Gachechiladze,"Who told you to hide behind the veil?\nWho told you to get out of the way?\nDon't you let them steal your dreams\nFeel the courage, spread your wings and breathe\n\nKeep the faith, keep the faith\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nWho told you that i reached the point with no regrets?\nWho told you that my life is a book of fairytales?\nI have lost many times,\nBut I've never lost my hope\n\nKeep the faith, keep the faith\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nOhh, ohh, ohh\nYou got to stand on your own\nCrowd hear me out\nThe world needs more love\n\n(Keep the faith, keep the faith)\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nOhh, ohh, ohh\nKeep the faith!",https://youtube.com/watch?v=agSS_a3ccgA
2017,fi,Finland,Norma John,Blackbird,1.0,,7,,,12,92.0,,,51,41,Lasse Piirainen;Leena Tirronen,Lasse Piirainen;Leena Tirronen,"Blackbird, blackbird, don't sing to me\nDon't sing below my window\nFly somewhere else, don't bother me\nDon't sing below my window\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow, now you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\n\nBlackbird, blackbird I am now alone\nSomewhere else go make your home\nDon't nestle here, go find lovers of your own\nI am now alone\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow, now you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\nBlackbird, don't sing\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\nBlackbird, don't sing",https://youtube.com/watch?v=Ufba0nOz0fQ
2017,cz,Czech RepublicCzechia,Martina Bárta,My Turn,1.0,,14,,,13,83.0,,,2,81,Greig Watts;Kyler Niko;Paul Drew;Pete Barringer,Greig Watts;Kyler Niko;Paul Drew;Pete Barringer,"From the very, very first time I saw you\nYou were my home, you were my home, you were my home\n\nNow that you are falling, let me be your calling\nBe your one prayer, keep away the bad things\nIn this moment let me give to you what you've given to me\nThat's the least I can do\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side\nBaby, it's you every time that I was down\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\n\nFrom the billion hearts to choose between\nWell I was your choice, I was your choice\nSo let me be your salvation and joy\n\nNow that you are falling, let me be your calling\nBe your one prayer, keep away the bad things\nIn this moment let me give to you what you've given to me\nThat's the least I can do\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side\nBaby, it's you every time that I was down\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\n\nYou know that I love it when you call just to say hello, oh oh\nWill you let me hear it once more?\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side, oh yeah\nBaby, it's you, uh uh (Every time that I was done)\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\nI know",https://youtube.com/watch?v=-KT8_ZOHAXE
2017,al,Albania,Lindita,World,1.0,,4,,,14,76.0,,,38,38,Klodian Qafoku,Big Basta;Lindita Halimi,"We're so alike, yet different\nAt a loss for words, stuttering\nIt don't make sense, what's happening\nI just don't understand\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAlmost impossible\nIs to let the love unite us all\n\nDoes anybody care, I'm weak and I'm afraid\nWondering if I will make it through this day\nFor the life of me I refuse to be anything but free\nBut I'm tired of all the battling, oh…\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAlmost impossible\nIs to let the love unite us all\n\nLet the love unite us all\nLet the love unite us all\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAlmost impossible\nIs to let the love unite us all\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAll I ever really want\nIs to let the love unite us all",https://youtube.com/watch?v=NyKOBMAXFFA
2017,is,Iceland,Svala,Paper,1.0,,13,,,15,60.0,,,31,29,Einar Egilsson;Lester Mendez;Lily Elise;Svala Björgvinsdóttir,Lily Elise;Svala Björgvinsdóttir,"Youʼre under the water,\ntrying to pull me under.\nI reach for you.\nI reach for you.\n\nYou can throw it all at me\nI wonʼt give you up.\nI can handle all your pain\ntake it as it comes.\nI love you right\nbut you make me feel like.\n\nPaper\nyou cut right through\nIʼm stuck like glue to you.\nPaper\nyour darkness pulls\nI loose control again.\n\nDrawing every bit of my truth\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.\n\nI know I wasnʼt a part of you plan\nI know you think that youʼre being a man\ntell me to leave you alone\ntell me I would be so better off\nbut you donʼt understand.\nI canʼt leave you\nbaby\nI canʼt leave you\n\nBut you make me feel like\n\nPaper\nyou cut right through\nIʼm stuck like glue to you.\nPaper\nyour darkness pulls\nI loose control again.\nDrawing every bit of my truth\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.\n\n- -\n\nPaper\nyou cut right through\nIʼm stuck like glue to you.\nPaper\nyour darkness pulls\nI loose control again.\n\nDrawing every bit of my truth\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.",https://youtube.com/watch?v=UPlm18-AlGg
2017,me,Montenegro,Slavko Kalezić,Space,1.0,,6,,,16,56.0,,,39,17,Momčilo Zeković Zeko,Adis Eminić;Iva Boršić;Momčilo Zeković Zeko,"Linen is covered with feathers\nWet dreams, wild nightmares, I surrender\nCome in to me from within\nWe can be as one in the sin\n\nThe spaceship is ready to blow\nDrunk in love I'm gonna explode\nBe my Bonnie, we'll mix and match with Clyde\nLet's explore this galaxy of stars\nLet's explore this galaxy of stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nShow me your super powers,\nI'm Venus and Mars of the hour\nI'll protect you if you come my way\nLet's soar through the Milky Way\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\n\nWe're taking off\nWe're taking off\nWe're taking off\n\nIn space we can be as one",https://youtube.com/watch?v=rQ1BXJpfa4I
2017,si,Slovenia,Omar Naber,On My Way,1.0,,17,,,17,36.0,,,20,16,Omar Naber,Omar Naber,You've all been very kind\nBut I made up my mind\nNow I'm about to leave you all behind\nI'm feeling so alone\nI'm turning down my town\nBefore the rise of sun I will be gone\n\nOn my way\nI'm never coming back\nAnd I pray\nI never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nStill hiding in my shell\nAnd keeping to myself\nI cannot count on anybody else\nI'm burning deep inside\nI'm giving up the fight\nBefore the break of dawn\nI will be gone\n\nOn my way\nI'm never coming back\nAnd I pray\nYou'll never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nOn my way\nI'm never coming back\nAnd I pray\nYou'll never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nOn my way,https://youtube.com/watch?v=vbGub2klcV4
2017,lv,Latvia,Triana Park,Line,1.0,,18,,,18,21.0,,,20,1,Agnese Rakovska;Kristaps Ērglis;Kristians Rakovskis,Agnese Rakovska,"I'm going round in circles\nAnd the door's wide open\nBoy, I still wanna see you\nDays go by, I'm still hoping, hoping\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nYou told me to move on\nSearch for loving somebody else\nBut baby, tell me, how will I find it?\nIf all I see is you? All I see is you?\n\n(All I see is you, all I see)\n(All I see is you, all I see)\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nMy heart breaks to see you\nDays go by, I'm still hoping\n\n(All I see is you, all I see)\n(All I see is you)\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?",https://youtube.com/watch?v=Vxos6ceOrRA
2017,rs,Serbia,Tijana Bogićević,In Too Deep,2.0,,1,,,11,98.0,,,45,53,Borislav Milanov;Joacim Persson;Johan Alkenäs;Lisa Desmond,Borislav Milanov;Joacim Persson;Johan Alkenäs;Lisa Desmond,Wish that I knew where I lost\nRight where there was no going back\nThe line was crossed\n\nBut I love what you're doing to me\nHow you spin me around\nHigh off the ground\nI'm not coming down\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you've said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nLove doesn't seem to make sense\nYou just broke into my heart\nGot no defence\nHow you spin me around\nHigh off the ground\nI'm not coming down\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nFalling so deep\n\nI'm in lightning speed\nAnd I can't slow down\nMy heart is racing\nWhen you're around\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nI'm in too deep\nI'm falling so deep,https://youtube.com/watch?v=A0wAd-a0hXA
